project_name,task_name,source_datasets,target_datasets,location
datalake-cleansing,CleansingKnowtrexMarketPlatformV2Task,['raw.knowtrexMarketPlatformV2'],['clean.knowtrexMarketPlatformV2'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/knowtrex/b2c/marketplatformv2/CleansingKnowtrexMarketPlatformV2Task.scala
datalake-cleansing,CleansingKnowtrexMasterDataTask,['raw.knowtrexMasterData'],['clean.knowtrexMasterData'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/knowtrex/b2c/masterdata/CleansingKnowtrexMasterDataTask.scala
datalake-cleansing,CleansingKnowtrexSinglePlatformTask,['raw.knowtrexSinglePlatform'],['clean.knowtrexSinglePlatform'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/knowtrex/b2c/singleplatform/CleansingKnowtrexSinglePlatformTask.scala
datalake-cleansing,CleansingKnowtrexSinglePlatformV2Task,['raw.knowtrexSinglePlatformV2'],['clean.knowtrexSinglePlatformV2'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/knowtrex/b2c/singleplatformv2/CleansingKnowtrexSinglePlatformV2Task.scala
datalake-cleansing,CleansingKnowtrexDailyTask,['raw.knowtrexDailyPricing'],['clean.knowtrexDailyPricing'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/knowtrex/daily/CleansingKnowtrexDailyTask.scala
datalake-cleansing,CleansingLizeoMonthlyTask,['raw.lizeoMonthlyPricing'],['clean.lizeoMonthlyPricing'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/lizeo/monthly/CleansingLizeoMonthlyTask.scala
datalake-cleansing,CleansingLizeoWeeklyTask,['raw.lizeoWeeklyPricing'],['clean.lizeoWeeklyPricing'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/lizeo/weekly/CleansingLizeoWeeklyTask.scala
datalake-cleansing,CleansingPlatformaOponTask,['raw.platformaOpon'],['clean.platformaOpon'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/platformaopon/CleansingPlatformaOponTask.scala
datalake-cleansing,Pneub2bTask,['raw.pneub2b'],['clean.pneub2b'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/pneub2b/Pneub2bTask.scala
datalake-cleansing,CleansingSellinTask,['manual.sellinPricing'],['clean.sellinPricing'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/sellin/CleansingSellinTask.scala
datalake-cleansing,CleansingTire24DailyTask,['raw.tire24DailyPricing'],['clean.tire24DailyPricing'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/tire24/daily/CleansingTire24DailyTask.scala
datalake-cleansing,CleansingTireOnlineCommercialTask,['raw.tireOnlineCommercial'],['clean.tireOnlineCommercial'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/tireonline/commercial/CleansingTireOnlineCommercialTask.scala
datalake-cleansing,CleansingTireOnlineConsumerTask,['raw.tireOnlineConsumer'],['clean.tireOnlineConsumer'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/tireonline/consumer/CleansingTireOnlineConsumerTask.scala
datalake-cleansing,Cleansing07zrTask,['raw.zero7zrPricing'],['clean.zero7zrPricing'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/zero7zr/Cleansing07zrTask.scala
datalake-cleansing,CarLookupTask,['manual.carLookup'],['clean.carLookup'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vehicledata/carlookup/CarLookupTask.scala
datalake-cleansing,CleansingABHCarParkTask,['v.raws'],"['v.cleans', 'v.dirtys']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vehicledata/carpark/abh/CleansingABHCarParkTask.scala
datalake-cleansing,DenmarkCarParkTask,['manual.denmarkCarPark'],['clean.denmarkCarPark.by2019.link'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vehicledata/carpark/denmark/DenmarkCarParkTask.scala
datalake-cleansing,CleansingExperianTirePark2018Task,['manual.experianTirePark.by2019'],"['clean.experianTirePark.by2019.link', 'clean.experianTirePark.by2019Rejected.link']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vehicledata/carpark/experian/CleansingExperianTirePark2018Task.scala
datalake-cleansing,CleansingExperianTirePark2020Task,['manual.experianTirePark.by2020'],"['clean.experianTirePark.by2020.link', 'clean.experianTirePark.by2020Rejected.link']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vehicledata/carpark/experian/CleansingExperianTirePark2020Task.scala
datalake-cleansing,FrenchCarParkTask,['manual.frenchCarPark.prd'],['clean.frenchCarPark.by2019.link'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vehicledata/carpark/france/FrenchCarParkTask.scala
datalake-cleansing,CleansingGermanyTirePark2018Task,['manual.germanTirePark.by2019'],['clean.germanTirePark.by2019.link'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vehicledata/carpark/germany/CleansingGermanyTirePark2018Task.scala
datalake-cleansing,CleansingGermanyTirePark2020Task,['manual.germanTirePark.by2020'],['clean.germanTirePark.by2020.link'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vehicledata/carpark/germany/CleansingGermanyTirePark2020Task.scala
datalake-cleansing,CleansingTecAllianceCarPark2019Task,['manual.tecAllianceCarPark.by2019'],['clean.tecAllianceCarPark.by2019.link'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vehicledata/carpark/tecalliance/year2019/CleansingTecAllianceCarPark2019Task.scala
datalake-cleansing,ExtrapolatedCarParkTask,['manual.extrapolatedCarPark'],['clean.extrapolatedCarPark'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vehicledata/extrapolatedcarpark/ExtrapolatedCarParkTask.scala
datalake-cleansing,CleansingSkuPriorityTask,['manual.skuPriority'],"['clean.skuPriority', 'clean.skuPriorityRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vehicledata/skupriority/CleansingSkuPriorityTask.scala
datalake-cleansing,StrimFutureForecastTask,['manual.strimFutureForecast'],['clean.strimFutureForecast'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vehicledata/strimfutureforecast/StrimFutureForecastTask.scala
datalake-cleansing,SurvivalRateTask,['manual.survivalRate'],['clean.survivalRate'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vehicledata/survivalrate/SurvivalRateTask.scala
datalake-cleansing,VehicleFitmentV2021Task,['manual.vehicleFitmentV2021p02'],['clean.vehicleFitmentV2021'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vehicledata/tirefitments/bmf/v2021p02/VehicleFitmentV2021Task.scala
datalake-cleansing,VehicleFitmentTask,['manual.vehicleFitment'],['clean.vehicleFitment'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vehicledata/tirefitments/bmf/VehicleFitmentTask.scala
datalake-cleansing,BmfToTecDocMappingTask,['manual.bmfToTecDocMapping'],['clean.bmfToTecDocMapping'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vehicledata/tirefitments/bmftotecdocmapping/BmfToTecDocMappingTask.scala
datalake-cleansing,TecAllianceFitmentTask,['rawLink'],['cleanLink'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vehicledata/tirefitments/tecalliance/TecAllianceFitmentTask.scala
datalake-cleansing,CleansingTecAllianceUpstepTask,"['manual.tecAllianceUpstep2016', 'manual.tecAllianceUpstep2017', 'manual.tecAllianceUpstep2018', 'manual.tecAllianceUpstep2018']","['clean.tecAllianceUpstep2016', 'clean.tecAllianceUpstep2017', 'clean.tecAllianceUpstep2018', 'clean.tecAllianceUpstep2019']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vehicledata/tirefitments/tecalliance/upstep/CleansingTecAllianceUpstepTask.scala
datalake-cleansing,CleansingUkTireReplacementCurvesTask,['manual.ukTireReplacementCurves'],['clean.ukTireReplacementCurves'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vehicledata/tirereplacementcurves/CleansingUkTireReplacementCurvesTask.scala
datalake-cleansing,CleansingIhsSegmentsTask,['manual.ihsSegments'],['clean.ihsSegments'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vehicledata/vehiclesegments/ihssegments/CleansingIhsSegmentsTask.scala
datalake-cleansing,IhsSegmentsTask,[],['clean.ihsSegments2021_01_05'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vehicledata/vehiclesegments/ihssegments/v20210105/IhsSegmentsTask.scala
datalake-cleansing,CleansingVehicleSegmentConversionTask,['manual.segmentConversion'],['clean.segmentConversion'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vehicledata/vehiclesegments/segmentconversion/CleansingVehicleSegmentConversionTask.scala
datalake-cleansing,VendavoTransactionsTask,['raw.vendavoTransactions'],['clean.vendavoTransactions'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/vendavotransactions/VendavoTransactionsTask.scala
datalake-cleansing,ActivationBrandTask,['raw.activationBrands'],['clean.activationBrands'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/activations/brand/ActivationBrandTask.scala
datalake-cleansing,ActivationCampaignTask,[],['clean.activationCampaign'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/activations/campaign/ActivationCampaignTask.scala
datalake-cleansing,ActivationCampaignsTask,['raw.activationCampaigns'],['clean.activationCampaigns'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/activations/campaigns/ActivationCampaignsTask.scala
datalake-cleansing,ActivationCampaignTypeTask,['raw.activationCampaignType'],['clean.activationCampaignType'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/activations/campaign_type/ActivationCampaignTypeTask.scala
datalake-cleansing,ActivationPosTask,['raw.activationPos'],['clean.activationPos'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/activations/pos_activated/ActivationPosTask.scala
datalake-cleansing,ActivationRimTask,[],['clean.activationRims'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/activations/rims/ActivationRimTask.scala
datalake-cleansing,ActivationSeasonTask,['raw.activationSeasons'],['clean.activationSeasons'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/activations/seasons/ActivationSeasonTask.scala
datalake-cleansing,ActivationZipTask,['raw.activationZips'],['clean.activationZips'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/activations/zip_activated/ActivationZipTask.scala
datalake-cleansing,EraCoefficientV2Task,[],['clean.eraCoefficientV2'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/aldi/pforp/availability/coefficient/EraCoefficientV2Task.scala
datalake-cleansing,RangeAvailabilityV2Task,[],['clean.rangeAvailabilityV2'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/aldi/pforp/availability/RangeAvailabilityV2Task.scala
datalake-cleansing,SizeClassificationTask,['manual.sizeClassification'],['clean.sizeClassification'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/aldi/pforp/classification/SizeClassificationTask.scala
datalake-cleansing,SccAmountTask,['raw.sccAmounts'],['clean.sccAmounts'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/aldi/pforp/scc/amounts/SccAmountTask.scala
datalake-cleansing,SccMonthTask,[],['clean.sccMonths'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/aldi/pforp/scc/months/SccMonthTask.scala
datalake-cleansing,SalesBonusTask,[],['clean.salesBonuses'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/c4c/salesmanbonus/SalesBonusTask.scala
datalake-cleansing,MRIForecastTask,['raw.commercial.mriForecast'],"['clean.commercial.mriTireForecast', 'clean.commercial.mriTireForecastRejected', 'clean.commercial.mriRetreadForecast', 'clean.commercial.mriRetreadForecastRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/commercial/mriforecast/MRIForecastTask.scala
datalake-cleansing,AdDistanceMatrixCacheTask,['raw.adDistanceMatrixCache'],['clean.adDistanceMatrixCache'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/distancematrix/cache/aldi/AdDistanceMatrixCacheTask.scala
datalake-cleansing,DistanceMatrixCacheTask,['raw.distanceMatrixCache'],['clean.distanceMatrixCache'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/distancematrix/cache/DistanceMatrixCacheTask.scala
datalake-cleansing,BeadbarCodeEventTask,['raw.beadbarCodeEvent'],['clean.beadbarCodeEvent'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/beadbarcodeevent/BeadbarCodeEventTask.scala
datalake-cleansing,CleansingCopaTask,['raw.copa'],['clean.copa'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/copa/CleansingCopaTask.scala
datalake-cleansing,CleansingCountryTask,['raw.country'],['clean.country'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/country/CleansingCountryTask.scala
datalake-cleansing,CleansingCountryExportMappingTask,['raw.countryExportMapping'],['clean.countryExportMapping'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/countryexportmapping/CleansingCountryExportMappingTask.scala
datalake-cleansing,CountryHierarchyTask,['raw.countryHierarchy'],['clean.countryHierarchy'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/countryhierarchy/CountryHierarchyTask.scala
datalake-cleansing,CustomerHierarchyTask,['raw.customerHierarchy'],['clean.customerHierarchy'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/customerhierarchy/CustomerHierarchyTask.scala
datalake-cleansing,CustomersTask,['raw.edwCustomers'],['clean.edwCustomers'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/customers/CustomersTask.scala
datalake-cleansing,CleansingDemandPlanningTask,['raw.edwDemandPlanning'],['clean.edwDemandPlanning'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/demandplanning/CleansingDemandPlanningTask.scala
datalake-cleansing,CleansingEuropoolBrandTask,['raw.EDWEuropoolBrand'],['clean.EDWEuropoolBrand'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/europool/brand/CleansingEuropoolBrandTask.scala
datalake-cleansing,CleansingEuropoolPotentialsTask,['raw.EDWEuropoolPotentials'],['clean.EDWEuropoolPotentials'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/europool/potentials/CleansingEuropoolPotentialsTask.scala
datalake-cleansing,CleansingEuropoolSalesTask,['raw.EDWEuropoolSales'],['clean.EDWEuropoolSales'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/europool/sales/CleansingEuropoolSalesTask.scala
datalake-cleansing,CleansingEuropoolSegmentR3Task,['raw.EDWEuropoolSegmentR3'],['clean.EDWEuropoolSegmentR3'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/europool/segmentR3/CleansingEuropoolSegmentR3Task.scala
datalake-cleansing,CleansingExchangeRatesTask,['raw.edwExchangeRates'],['clean.edwExchangeRates'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/exchangerates/CleansingExchangeRatesTask.scala
datalake-cleansing,CleansingFloorPriceTask,['raw.floorPrice'],['clean.floorPrice'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/floorprice/CleansingFloorPriceTask.scala
datalake-cleansing,InventoryTask,[],['clean.inventory'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/inventory/InventoryTask.scala
datalake-cleansing,CleansingMaterialClassificationTask,['raw.marketshareMaterialClassification'],['clean.marketshareMaterialClassification'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/marketshare/materialclassification/CleansingMaterialClassificationTask.scala
datalake-cleansing,CleansingSizeTypeMartTask,['raw.marketshareSizeTypeMart'],['clean.marketshareSizeTypeMart'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/marketshare/sizetypemart/CleansingSizeTypeMartTask.scala
datalake-cleansing,CleansingMaterialTask,[],[],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/material/CleansingMaterialTask.scala
datalake-cleansing,MaterialPredecessorTask,[],['clean.materialPredecessor'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/materialpredecessor/MaterialPredecessorTask.scala
datalake-cleansing,CleansingMaterialSalesOrgTask,['raw.edwMaterialSales'],['clean.edwMaterialSales'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/materialsalesorg/CleansingMaterialSalesOrgTask.scala
datalake-cleansing,NetSalesTask,['raw.netSales'],['clean.netSales'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/netsales/NetSalesTask.scala
datalake-cleansing,CleansingOrderToCashMartTask,['raw.orderToCashMart'],['clean.orderToCashMart'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/otcmart/CleansingOrderToCashMartTask.scala
datalake-cleansing,PayerShipToLinkTask,['raw.payerShipToLink'],['clean.payerShipToLink'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/payershiptolink/PayerShipToLinkTask.scala
datalake-cleansing,RetailInventoryTask,[],['clean.retailInventory'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/retail/inventory/RetailInventoryTask.scala
datalake-cleansing,RetailLocalProductMasterTask,[],['clean.retailLocalProductMaster'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/retail/localproductmaster/RetailLocalProductMasterTask.scala
datalake-cleansing,RetailSellOutTask,[],['clean.retailSellOut'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/retail/sellout/RetailSellOutTask.scala
datalake-cleansing,SellInTask,['raw.sellIn'],['clean.sellIn'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/sellin/SellInTask.scala
datalake-cleansing,WholeSaleIntegrationTask,[],['clean.wholeSaleIntegration'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/edw/wsiorders/WholeSaleIntegrationTask.scala
datalake-cleansing,ActivePricingProductsTask,['manual.activePricingProducts'],['clean.activePricingProducts'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/manual/activepricingproducts/ActivePricingProductsTask.scala
datalake-cleansing,BrandToTierMappingTask,['manual.brandToTierMapping'],['clean.brandToTierMapping'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/manual/brandtotiermapping/BrandToTierMappingTask.scala
datalake-cleansing,CleansingDesignPriorityTask,['manual.designPriority'],['clean.designPriority'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/manual/designpriority/CleansingDesignPriorityTask.scala
datalake-cleansing,CleansingStandardVatByCountryTask,['manual.standardVatByCountry'],['clean.standardVatByCountry'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/manual/vatbycountry/CleansingStandardVatByCountryTask.scala
datalake-cleansing,CleansingTirePortalTrackDataTask,['raw.tirePortalTrackData'],['clean.tirePortalTrackData'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/myway/tireportaltrackdata/CleansingTirePortalTrackDataTask.scala
datalake-cleansing,CleansingTrackDataXMLTask,['raw.trackDataXML'],['clean.trackDataXML'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/myway/trackdataxml/CleansingTrackDataXMLTask.scala
datalake-cleansing,PointOfSalesGeoCodingResultsTask,['manual.pointOfSalesGeoCodingResults'],['clean.pointOfSaleGeoCodingResults'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/pointofsale/geocoded/PointOfSalesGeoCodingResultsTask.scala
datalake-cleansing,PosLookupTask,['manual.pointOfSaleLookup'],['clean.pointOfSaleLookup'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/pointofsale/lookup/PosLookupTask.scala
datalake-cleansing,CleansingBasketDefinitionTask,['raw.basketDefinition'],['clean.basketDefinition'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/internal/pricing/basketdefinition/CleansingBasketDefinitionTask.scala
