name,qualifiedName,path,mark
raw.adDistanceMatrixCache,adDistanceMatrixCache,unknown,raw_dataset
clean.adDistanceMatrixCache,adDistanceMatrixCache,unknown,clean_dataset
raw.distanceMatrixCache,distanceMatrixCache,unknown,raw_dataset
clean.distanceMatrixCache,distanceMatrixCache,unknown,clean_dataset
raw.beadbarCodeEvent,beadbarCodeEvent,unknown,raw_dataset
clean.beadbarCodeEvent,beadbarCodeEvent,unknown,clean_dataset
raw.copa,copa,unknown,raw_dataset
clean.copa,copa,unknown,clean_dataset
raw.country,country,unknown,raw_dataset
clean.country,country,unknown,clean_dataset
raw.countryExportMapping,countryExportMapping,unknown,raw_dataset
clean.countryExportMapping,countryExportMapping,unknown,clean_dataset
raw.countryHierarchy,countryHierarchy,unknown,raw_dataset
clean.countryHierarchy,countryHierarchy,unknown,clean_dataset
raw.customerHierarchy,customerHierarchy,unknown,raw_dataset
clean.customerHierarchy,customerHierarchy,unknown,clean_dataset
raw.edwCustomers,edwCustomers,unknown,raw_dataset
clean.edwCustomers,edwCustomers,unknown,clean_dataset
raw.edwDemandPlanning,edwDemandPlanning,unknown,raw_dataset
clean.edwDemandPlanning,edwDemandPlanning,unknown,clean_dataset
raw.EDWEuropoolBrand,EDWEuropoolBrand,unknown,raw_dataset
clean.EDWEuropoolBrand,EDWEuropoolBrand,unknown,clean_dataset
raw.EDWEuropoolPotentials,EDWEuropoolPotentials,unknown,raw_dataset
clean.EDWEuropoolPotentials,EDWEuropoolPotentials,unknown,clean_dataset
raw.EDWEuropoolSales,EDWEuropoolSales,unknown,raw_dataset
clean.EDWEuropoolSales,EDWEuropoolSales,unknown,clean_dataset
raw.EDWEuropoolSegmentR3,EDWEuropoolSegmentR3,unknown,raw_dataset
clean.EDWEuropoolSegmentR3,EDWEuropoolSegmentR3,unknown,clean_dataset
raw.edwExchangeRates,edwExchangeRates,unknown,raw_dataset
clean.edwExchangeRates,edwExchangeRates,unknown,clean_dataset
raw.floorPrice,floorPrice,unknown,raw_dataset
clean.floorPrice,floorPrice,unknown,clean_dataset
clean.inventory,inventory,unknown,clean_dataset
raw.marketshareMaterialClassification,marketshareMaterialClassification,unknown,raw_dataset
clean.marketshareMaterialClassification,marketshareMaterialClassification,unknown,clean_dataset
raw.marketshareSizeTypeMart,marketshareSizeTypeMart,unknown,raw_dataset
clean.marketshareSizeTypeMart,marketshareSizeTypeMart,unknown,clean_dataset
clean.materialPredecessor,materialPredecessor,unknown,clean_dataset
raw.edwMaterialSales,edwMaterialSales,unknown,raw_dataset
clean.edwMaterialSales,edwMaterialSales,unknown,clean_dataset
raw.netSales,netSales,unknown,raw_dataset
clean.netSales,netSales,unknown,clean_dataset
raw.orderToCashMart,orderToCashMart,unknown,raw_dataset
clean.orderToCashMart,orderToCashMart,unknown,clean_dataset
raw.payerShipToLink,payerShipToLink,unknown,raw_dataset
clean.payerShipToLink,payerShipToLink,unknown,clean_dataset
clean.retailInventory,retailInventory,unknown,clean_dataset
clean.retailLocalProductMaster,retailLocalProductMaster,unknown,clean_dataset
clean.retailSellOut,retailSellOut,unknown,clean_dataset
raw.sellIn,sellIn,unknown,raw_dataset
clean.sellIn,sellIn,unknown,clean_dataset
clean.wholeSaleIntegration,wholeSaleIntegration,unknown,clean_dataset
manual.activePricingProducts,activePricingProducts,unknown,raw_dataset
clean.activePricingProducts,activePricingProducts,unknown,clean_dataset
manual.brandToTierMapping,brandToTierMapping,unknown,raw_dataset
clean.brandToTierMapping,brandToTierMapping,unknown,clean_dataset
manual.designPriority,designPriority,unknown,raw_dataset
clean.designPriority,designPriority,unknown,clean_dataset
manual.standardVatByCountry,standardVatByCountry,unknown,raw_dataset
clean.standardVatByCountry,standardVatByCountry,unknown,clean_dataset
raw.tirePortalTrackData,tirePortalTrackData,unknown,raw_dataset
clean.tirePortalTrackData,tirePortalTrackData,unknown,clean_dataset
raw.trackDataXML,trackDataXML,unknown,raw_dataset
clean.trackDataXML,trackDataXML,unknown,clean_dataset
manual.pointOfSalesGeoCodingResults,pointOfSalesGeoCodingResults,unknown,raw_dataset
clean.pointOfSaleGeoCodingResults,pointOfSaleGeoCodingResults,unknown,clean_dataset
manual.pointOfSaleLookup,pointOfSaleLookup,unknown,raw_dataset
clean.pointOfSaleLookup,pointOfSaleLookup,unknown,clean_dataset
raw.basketDefinition,basketDefinition,unknown,raw_dataset
clean.basketDefinition,basketDefinition,unknown,clean_dataset
raw.designMappingGFKGoodyear,designMappingGFKGoodyear,unknown,raw_dataset
clean.designMappingGFKGoodyear,designMappingGFKGoodyear,unknown,clean_dataset
raw.groupedToBasketSizeTypeMapping,groupedToBasketSizeTypeMapping,unknown,raw_dataset
clean.groupedToBasketSizeTypeMapping,groupedToBasketSizeTypeMapping,unknown,clean_dataset
raw.platformCustomerMapping,platformCustomerMapping,unknown,raw_dataset
clean.platformCustomerMapping,platformCustomerMapping,unknown,clean_dataset
raw.offersAppBeadbarcode,offersAppBeadbarcode,unknown,raw_dataset
clean.offersAppBeadbarcode,offersAppBeadbarcode,unknown,clean_dataset
raw.offersAppCase,offersAppCase,unknown,raw_dataset
clean.offersAppCase,offersAppCase,unknown,clean_dataset
raw.offersAppSku,offersAppSku,unknown,raw_dataset
clean.offersAppSku,offersAppSku,unknown,clean_dataset
manual.retailCompetitors,retailCompetitors,unknown,raw_dataset
clean.retailCompetitors,retailCompetitors,unknown,clean_dataset
raw.retailRegionalProductMaster,retailRegionalProductMaster,unknown,raw_dataset
clean.retailRegionalProductMaster,retailRegionalProductMaster,unknown,clean_dataset
manual.oeFitments,oeFitments,unknown,raw_dataset
clean.oeFitments,oeFitments,unknown,clean_dataset
clean.oeFitmentsRejected,oeFitmentsRejected,unknown,clean_dataset
raw.bmfWholesalerStockData,bmfWholesalerStockData,unknown,raw_dataset
clean.bmfWholesalerStockData,bmfWholesalerStockData,unknown,clean_dataset
raw.stockReport,stockReport,unknown,raw_dataset
clean.stockReport,stockReport,unknown,clean_dataset
v.raws,raws,unknown,raw_dataset
v.cleans,cleans,unknown,clean_dataset
v.dirtys,dirtys,unknown,clean_dataset
manual.experianTirePark.v2016Q4,experianTirePark.v2016Q4,unknown,raw_dataset
cleanLegacy.experianTirePark.v2016Q4,experianTirePark.v2016Q4,unknown,clean_dataset
cleanLegacy.experianTirePark.v2016Q4Rejected,experianTirePark.v2016Q4Rejected,unknown,clean_dataset
manual.experianTirePark.v2017Q4,experianTirePark.v2017Q4,unknown,raw_dataset
cleanLegacy.experianTirePark.v2017Q4,experianTirePark.v2017Q4,unknown,clean_dataset
cleanLegacy.experianTirePark.v2017Q4Rejected,experianTirePark.v2017Q4Rejected,unknown,clean_dataset
manual.experianTirePark.v2019Q4,experianTirePark.v2019Q4,unknown,raw_dataset
cleanLegacy.experianTirePark.v2019Q4,experianTirePark.v2019Q4,unknown,clean_dataset
cleanLegacy.experianTirePark.v2019Q4Rejected,experianTirePark.v2019Q4Rejected,unknown,clean_dataset
manual.germanTirePark.v2017,germanTirePark.v2017,unknown,raw_dataset
cleanLegacy.germanTirePark.v2017,germanTirePark.v2017,unknown,clean_dataset
manual.tecAllianceCarParkHistorical,tecAllianceCarParkHistorical,unknown,raw_dataset
cleanLegacy.tecAllianceCarParkHistorical,tecAllianceCarParkHistorical,unknown,clean_dataset
manual.tecAllianceCarPark.v2016,tecAllianceCarPark.v2016,unknown,raw_dataset
cleanLegacy.tecAllianceCarPark.v2016,tecAllianceCarPark.v2016,unknown,clean_dataset
manual.tecAllianceCarPark.v2017,tecAllianceCarPark.v2017,unknown,raw_dataset
cleanLegacy.tecAllianceCarPark.v2017,tecAllianceCarPark.v2017,unknown,clean_dataset
manual.tecAllianceCarPark.v2018,tecAllianceCarPark.v2018,unknown,raw_dataset
cleanLegacy.tecAllianceCarPark.v2018,tecAllianceCarPark.v2018,unknown,clean_dataset
manual.strimForecast.by2019,strimForecast.by2019,unknown,raw_dataset
cleanLegacy.strimForecast.by2019.link,strimForecast.by2019.link,unknown,clean_dataset
cleanLegacy.strimForecast.by2019Rejected.link,strimForecast.by2019Rejected.link,unknown,clean_dataset
manual.strimForecast.by2020,strimForecast.by2020,unknown,raw_dataset
cleanLegacy.strimForecast.by2020.link,strimForecast.by2020.link,unknown,clean_dataset
cleanLegacy.strimForecast.by2020Rejected.link,strimForecast.by2020Rejected.link,unknown,clean_dataset
manual.strimForecast.by2021,strimForecast.by2021,unknown,raw_dataset
cleanLegacy.strimForecast.by2021.link,strimForecast.by2021.link,unknown,clean_dataset
cleanLegacy.strimForecast.by2021Rejected.link,strimForecast.by2021Rejected.link,unknown,clean_dataset
