index,project_name,task_name,source_datasets,target_datasets,location
75,datalake-cleansing,HereMappingsV2021Task,['raw.hereMappingV2021'],['clean.hereMappingV2021'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/geographics/postcodes/heremappingv2/HereMappingsV2021Task.scala
76,datalake-cleansing,TableauGeoCodeTask,[],['clean.tableauPostcodes'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/geographics/postcodes/tableau/TableauGeoCodeTask.scala
77,datalake-cleansing,CleansingGfkTask,['raw.gfkPricing'],['clean.gfkPricing'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/gfk/CleansingGfkTask.scala
78,datalake-cleansing,CleansingKnowtrexAllegroTask,['raw.knowtrexAllegro'],['clean.knowtrexAllegro'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/knowtrex/b2c/allegro/CleansingKnowtrexAllegroTask.scala
79,datalake-cleansing,CleansingKnowtrexEMMasterDataTask,['raw.knowtrexEMMasterData'],['clean.knowtrexEMMasterData'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/knowtrex/b2c/emmasterdata/CleansingKnowtrexEMMasterDataTask.scala
80,datalake-cleansing,CleansingKnowtrexEMSinglePlatformTask,['raw.knowtrexEMSinglePlatform'],['clean.knowtrexEMSinglePlatform'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/knowtrex/b2c/emsingleplatform/CleansingKnowtrexEMSinglePlatformTask.scala
81,datalake-cleansing,CleansingKnowtrexLikeForLikeMatchingTask,['raw.knowtrexLikeForLikeMatching'],['clean.knowtrexLikeForLikeMatching'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/knowtrex/b2c/likeforlikematching/CleansingKnowtrexLikeForLikeMatchingTask.scala
82,datalake-cleansing,CleansingKnowtrexMarketPlatformTask,['raw.knowtrexMarketPlatform'],['clean.knowtrexMarketPlatform'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/knowtrex/b2c/marketplatform/CleansingKnowtrexMarketPlatformTask.scala
83,datalake-cleansing,CleansingKnowtrexMarketPlatformV2Task,['raw.knowtrexMarketPlatformV2'],['clean.knowtrexMarketPlatformV2'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/knowtrex/b2c/marketplatformv2/CleansingKnowtrexMarketPlatformV2Task.scala
84,datalake-cleansing,CleansingKnowtrexMasterDataTask,['raw.knowtrexMasterData'],['clean.knowtrexMasterData'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/knowtrex/b2c/masterdata/CleansingKnowtrexMasterDataTask.scala
85,datalake-cleansing,CleansingKnowtrexSinglePlatformTask,['raw.knowtrexSinglePlatform'],['clean.knowtrexSinglePlatform'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/knowtrex/b2c/singleplatform/CleansingKnowtrexSinglePlatformTask.scala
86,datalake-cleansing,CleansingKnowtrexSinglePlatformV2Task,['raw.knowtrexSinglePlatformV2'],['clean.knowtrexSinglePlatformV2'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/knowtrex/b2c/singleplatformv2/CleansingKnowtrexSinglePlatformV2Task.scala
87,datalake-cleansing,CleansingKnowtrexDailyTask,['raw.knowtrexDailyPricing'],['clean.knowtrexDailyPricing'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/knowtrex/daily/CleansingKnowtrexDailyTask.scala
88,datalake-cleansing,CleansingLizeoMonthlyTask,['raw.lizeoMonthlyPricing'],['clean.lizeoMonthlyPricing'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/lizeo/monthly/CleansingLizeoMonthlyTask.scala
89,datalake-cleansing,CleansingLizeoWeeklyTask,['raw.lizeoWeeklyPricing'],['clean.lizeoWeeklyPricing'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/lizeo/weekly/CleansingLizeoWeeklyTask.scala
90,datalake-cleansing,CleansingPlatformaOponTask,['raw.platformaOpon'],['clean.platformaOpon'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/pricing/platformaopon/CleansingPlatformaOponTask.scala
