index,project_name,task_name,source_datasets,target_datasets,location
18,datalake-ped,PricingAnalyticsBasketSizeTypeTask,"['ped.pricingAnalyticsWeeklyPlatformReporting', 'ped.consumerNetSalesBasketSizeTypeCoverage', 'ped.consumerMarketShareBasketSizeTypeCoverage']",['ped.pricinganalyticsbasketsizetype'],https://bitbucket.org/emea_cf/datalake-ped/src/master/datalake-ped-jobs/src/main/scala/com/goodyear/datalake/ped/jobs/pricinganalyticsbasketsizetype/PricingAnalyticsBasketSizeTypeTask.scala
19,datalake-ped,PricingAnalyticsBasketSizeTypeMonthlyTask,"['ped.pricinganalyticsbasketsizetype', 'ped.consumerNetSalesBasketSizeTypeCoverage', 'ped.consumerMarketShareBasketSizeTypeCoverage']",[],https://bitbucket.org/emea_cf/datalake-ped/src/master/datalake-ped-jobs/src/main/scala/com/goodyear/datalake/ped/jobs/pricinganalyticsbasketsizetypemonthly/PricingAnalyticsBasketSizeTypeMonthlyTask.scala
20,datalake-ped,PricingAnalyticsSizeTypeTask,['ped.pricinganalytics'],['ped.pricinganalyticssizetype'],https://bitbucket.org/emea_cf/datalake-ped/src/master/datalake-ped-jobs/src/main/scala/com/goodyear/datalake/ped/jobs/pricinganalyticssizetype/PricingAnalyticsSizeTypeTask.scala
21,datalake-ped,PricingAnalyticsWeeklyPlatformTask,"['ped.b2bDaily', 'ped.b2cDaily']",['ped.pricinganalyticsweeklyplatform'],https://bitbucket.org/emea_cf/datalake-ped/src/master/datalake-ped-jobs/src/main/scala/com/goodyear/datalake/ped/jobs/pricinganalyticsweeklyplatform/PricingAnalyticsWeeklyPlatformTask.scala
22,datalake-ped,PricingAnalyticsWeeklyPlatformReportingTask,"['ped.pricinganalyticsweeklyplatform', 'ped.tireMaster', 'ped.consumerNetSalesCoverage', 'ped.consumerMarketShareCoverage', 'ped.floorPriceEan', 'mdm.countryHierarchy', 'ped.weightingDesignSellin', 'ped.weightingDesignSellout']",['ped.pricingAnalyticsWeeklyPlatformReporting'],https://bitbucket.org/emea_cf/datalake-ped/src/master/datalake-ped-jobs/src/main/scala/com/goodyear/datalake/ped/jobs/pricinganalyticsweeklyplatformreporting/PricingAnalyticsWeeklyPlatformReportingTask.scala
23,datalake-ped,SellinTask,['clean.sellinPricing'],['ped.sellin'],https://bitbucket.org/emea_cf/datalake-ped/src/master/datalake-ped-jobs/src/main/scala/com/goodyear/datalake/ped/jobs/sellin/SellinTask.scala
24,datalake-ped,TireMasterTask,"['mdm.tireMaster', 'clean.knowtrexMasterData', 'clean.zero7zrPricing', 'clean.tire24DailyPricing', 'clean.lizeoWeeklyPricing', 'clean.activePricingProducts', 'clean.brandToTierMapping', 'mdm.consumerSizeMaster', 'clean.groupedToBasketSizeTypeMapping', 'clean.basketDefinition']",['ped.tireMaster'],https://bitbucket.org/emea_cf/datalake-ped/src/master/datalake-ped-jobs/src/main/scala/com/goodyear/datalake/ped/jobs/tiremaster/TireMasterTask.scala
25,datalake-ped,VendavoTransactionsCalcTask,"['clean.vendavoTransactions', 'clean.edwExchangeRates']",['ped.vendavoTransactionsCalc'],https://bitbucket.org/emea_cf/datalake-ped/src/master/datalake-ped-jobs/src/main/scala/com/goodyear/datalake/ped/jobs/vendavotransactionscalc/VendavoTransactionsCalcTask.scala
26,datalake-ped,WeightingConfigurationTask,[],['ped.weightingConfiguration'],https://bitbucket.org/emea_cf/datalake-ped/src/master/datalake-ped-jobs/src/main/scala/com/goodyear/datalake/ped/jobs/weightingconfiguration/WeightingConfigurationTask.scala
27,datalake-ped,WeightingDesignSellinTask,"['ped.vendavoTransactionsCalc', 'ped.tireMaster', 'mdm.tireMaster', 'ped.weightingConfiguration']",['ped.weightingDesignSellin'],https://bitbucket.org/emea_cf/datalake-ped/src/master/datalake-ped-jobs/src/main/scala/com/goodyear/datalake/ped/jobs/weightingdesignsellin/WeightingDesignSellinTask.scala
28,datalake-ped,WeightingDesignSelloutTask,"['ped.gfkconsumerbasketsizetype', 'ped.weightingConfiguration']",['ped.weightingDesignSellout'],https://bitbucket.org/emea_cf/datalake-ped/src/master/datalake-ped-jobs/src/main/scala/com/goodyear/datalake/ped/jobs/weightingdesignsellout/WeightingDesignSelloutTask.scala
0,datalake-cleansing,CarAgeTask,['manual.carAges'],['clean.carAges'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/carage/CarAgeTask.scala
1,datalake-cleansing,CatchmentMappingTask,[],['clean.catchmentMapping'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/catchmentmapping/CatchmentMappingTask.scala
2,datalake-cleansing,CatchmentMappingWebTask,[],['clean.catchmentMappingWeb'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/catchmentmapping/CatchmentMappingWebTask.scala
3,datalake-cleansing,ChannelMappingTask,['manual.channelMapping'],['clean.channelMapping'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/channelmapping/ChannelMappingTask.scala
4,datalake-cleansing,DriveTimeTask,['manual.driveTime'],['clean.driveTime'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/drivetime/DriveTimeTask.scala
5,datalake-cleansing,FleetTireParkTask,[],['clean.fleets.by2019.link'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/fleet/it/FleetTireParkTask.scala
6,datalake-cleansing,PayerMappingTask,[],['clean.payerMapping'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/fsdcustomermapping/PayerMappingTask.scala
7,datalake-cleansing,WzwPointsOfSaleTask,[],['clean.wzwPointsOfSale'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/germandealerpartner/WzwPointsOfSaleTask.scala
8,datalake-cleansing,ActivationNationalTask,['manual.activationNational'],"['clean.activationNational', 'clean.activationNationalRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/pforp/activationarea/national/ActivationNationalTask.scala
9,datalake-cleansing,ActivationRegionalTask,['manual.activationRegional'],"['clean.activationRegional', 'clean.activationRegionalRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/pforp/activationarea/regional/ActivationRegionalTask.scala
10,datalake-cleansing,EraCurrencyCoefficientTask,['manual.eraCoefficient'],"['clean.eraCoefficient', 'clean.eraCoefficientRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/pforp/availability/coefficient/EraCurrencyCoefficientTask.scala
11,datalake-cleansing,RangeAvailabilityTask,['manual.rangeAvailability'],"['clean.rangeAvailability', 'clean.rangeAvailabilityRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/pforp/availability/RangeAvailabilityTask.scala
12,datalake-cleansing,PaybackMassaTask,[],['clean.paybacksMassa'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/pforp/payback/massa/PaybackMassaTask.scala
13,datalake-cleansing,PopulationTask,[],['clean.population'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/population/PopulationTask.scala
14,datalake-cleansing,CooperationRenameTask,[],['clean.cooperationRenames'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/renaming/CooperationRenameTask.scala
15,datalake-cleansing,AdSellOutSubTask,[],[],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/sellout/lizeo/AdSellOutSubTask.scala
16,datalake-cleansing,SellOutValidateTask,"['manual.adWhitelist', 'yearLinks.goodDate']","['yearLinks.goodDateAppend', 'yearLinks.blockers', 'yearLinks.blockers', 'yearLinks.goodDate']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/sellout/lizeo/validation/SellOutValidateTask.scala
17,datalake-cleansing,SellOutCurrentTask,['raw.adSellOut.year2021'],"['clean.adSellOut2021', 'clean.adSellOutRejected2021']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/sellout/lizeo/years/SellOutCurrentTask.scala
18,datalake-cleansing,SellOutHeritageTask,['yearLink.goodDate'],"['cleanLink', 'rejectedLink']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/sellout/lizeo/years/SellOutHeritageTask.scala
19,datalake-cleansing,SpaghettiChartByYearTask,[],['clean.spaghettiChartByYear'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/spaghettichartbyyear/SpaghettiChartByYearTask.scala
20,datalake-cleansing,AdInventoryTask,[],['clean.adInventory'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/stock/lizeo/AdInventoryTask.scala
21,datalake-cleansing,SubChannelByYearTask,[],['clean.subChannelsByYear'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/subchannelbyyear/SubChannelByYearTask.scala
22,datalake-cleansing,UploadDateTask,[],['clean.uploadDate'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aligneddistribution/uploaddate/UploadDateTask.scala
23,datalake-cleansing,BeadbarCodeScanLogTask,['raw.beadbarCodeScanLog'],['clean.beadbarCodeScanLog'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/aws/beadbarcodescanlog/BeadbarCodeScanLogTask.scala
24,datalake-cleansing,IhsCpiTask,['manual.commercial.ihsCpi'],"['clean.commercial.ihsCpi', 'clean.commercial.ihsCpiRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/commercial/ihs/IhsCpiTask.scala
25,datalake-cleansing,IhsGdpTask,['manual.commercial.ihsGdp'],"['clean.commercial.ihsGdp', 'clean.commercial.ihsGdpRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/commercial/ihs/IhsGdpTask.scala
26,datalake-cleansing,IhsMeiTask,['manual.commercial.ihsMei'],"['clean.commercial.ihsMei', 'clean.commercial.ihsMeiRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/commercial/ihs/IhsMeiTask.scala
27,datalake-cleansing,IhsPmiTask,['manual.commercial.ihsPmi'],"['clean.commercial.ihsPmi', 'clean.commercial.ihsPmiRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/commercial/ihs/IhsPmiTask.scala
28,datalake-cleansing,IhsVehicleParcDensityTask,['manual.commercial.ihsVehicleParkDensity'],"['clean.commercial.ihsVehicleParkDensity', 'clean.commercial.ihsVehicleParkDensityRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/commercial/ihs/IhsVehicleParcDensityTask.scala
29,datalake-cleansing,IhsVehicleParkTask,['manual.commercial.ihsVehiclePark'],"['clean.commercial.ihsVehiclePark', 'clean.commercial.ihsVehicleParkRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/commercial/ihs/IhsVehicleParkTask.scala
30,datalake-cleansing,IhsVehicleProductionMonthlyTask,['manual.commercial.ihsVehicleProductionMonthly'],"['clean.commercial.ihsVehicleProductionMonthly', 'clean.commercial.ihsVehicleProductionMonthlyRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/commercial/ihs/IhsVehicleProductionMonthlyTask.scala
31,datalake-cleansing,IhsVehicleProductionQuarterlyTask,['manual.commercial.ihsVehicleProductionQuarterly'],"['clean.commercial.ihsVehicleProductionQuarterly', 'clean.commercial.ihsVehicleProductionQuarterlyRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/commercial/ihs/IhsVehicleProductionQuarterlyTask.scala
32,datalake-cleansing,IhsVehicleSalesMonthlyTask,['manual.commercial.ihsVehicleSalesMonthly'],"['clean.commercial.ihsVehicleSalesMonthly', 'clean.commercial.ihsVehicleSalesMonthlyRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/commercial/ihs/IhsVehicleSalesMonthlyTask.scala
33,datalake-cleansing,IhsVehicleSalesYearlyTask,['manual.commercial.ihsVehicleSalesYearly'],"['clean.commercial.ihsVehicleSalesYearly', 'clean.commercial.ihsVehicleSalesYearlyRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/commercial/ihs/IhsVehicleSalesYearlyTask.scala
34,datalake-cleansing,RoadFreightIndicatorsTask,['raw.commercial.inrixRoadFreightIndicators'],"['clean.commercial.inrixRoadFreightIndicators', 'clean.commercial.inrixRoadFreightIndicatorsRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/commercial/inrix/RoadFreightIndicatorsTask.scala
35,datalake-cleansing,CommercialSellOutTask,['raw.commercial.sellOut'],"['clean.commercial.sellOut', 'clean.commercial.sellOutRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/commercial/sellout/CommercialSellOutTask.scala
36,datalake-cleansing,ClearTrailerParcTask,['raw.commercial.clearTrailerParc'],"['clean.commercial.clearTrailerParc', 'clean.commercial.clearTrailerParcRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/commercial/trailer/ClearTrailerParcTask.scala
37,datalake-cleansing,ClearTrailerProductionTask,['raw.commercial.clearTrailerProduction'],"['clean.commercial.clearTrailerProduction', 'clean.commercial.clearTrailerProductionRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/commercial/trailer/ClearTrailerProductionTask.scala
38,datalake-cleansing,TireReplacementTask,['manual.commercial.tireReplacement'],"['clean.commercial.tireReplacement', 'clean.commercial.tireReplacementRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/commercial/vehiclepark/TireReplacementTask.scala
39,datalake-cleansing,VehicleParkTask,['manual.commercial.vehiclePark'],"['clean.commercial.vehiclePark', 'clean.commercial.vehicleParkRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/commercial/vehiclepark/VehicleParkTask.scala
40,datalake-cleansing,TheoricalReplacementCoefficientTask,[],"['clean.gammaOne', 'clean.gammaTwo']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/datascience/gamma/TheoricalReplacementCoefficientTask.scala
41,datalake-cleansing,IhsConsumptionTask,[],['clean.ihsConsumption'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/datascience/ihs/consumption/IhsConsumptionTask.scala
42,datalake-cleansing,OfficialBusinessTask,['manual.officialBusiness'],['clean.officialBusiness'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/datascience/official/business/OfficialBusinessTask.scala
43,datalake-cleansing,ExtraPool2019Task,[],['clean.extraPool2019'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/datascience/official/extrapool/ExtraPool2019Task.scala
44,datalake-cleansing,ExtraPoolMultiTask,[],['clean.extraPoolTill2018'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/datascience/official/extrapool/ExtraPoolMultiTask.scala
45,datalake-cleansing,OfficialLmcTask,['manual.officialLmc'],['clean.officialLmc'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/datascience/official/lmc/OfficialLmcTask.scala
46,datalake-cleansing,OfficialMarketFigureTask,[],['clean.officials'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/datascience/official/marketfigure/OfficialMarketFigureTask.scala
47,datalake-cleansing,CleansingBeDemographicsTask,['manual.beDemographics'],['clean.beDemographics'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/demographics/experian/be/CleansingBeDemographicsTask.scala
48,datalake-cleansing,CleansingChannelTask,['manual.channelDemographics'],['clean.channelDemographics'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/demographics/experian/channel/CleansingChannelTask.scala
49,datalake-cleansing,CleansingDEDemographicsTask,['manual.deDemographics'],"['clean.deDemographics', 'clean.deDemographicsRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/demographics/experian/de/CleansingDEDemographicsTask.scala
50,datalake-cleansing,CleansingESDemographicsTask,['manual.esDemographics'],"['clean.esDemographics', 'clean.esDemographicsRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/demographics/experian/es/CleansingESDemographicsTask.scala
51,datalake-cleansing,CleansingFRDemographicsTask,['manual.frDemographics'],"['clean.frDemographics', 'clean.frDemographicsRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/demographics/experian/fr/CleansingFRDemographicsTask.scala
52,datalake-cleansing,CleansingItDemographicsTask,['manual.itDemographics'],['clean.itDemographics'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/demographics/experian/it/CleansingItDemographicsTask.scala
53,datalake-cleansing,CleansingMosaicTask,['manual.mosaic'],['clean.mosaic'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/demographics/experian/mosaic/CleansingMosaicTask.scala
54,datalake-cleansing,CleansingNLDemographicsTask,['manual.nlDemographics'],"['clean.nlDemographics', 'clean.nlDemographicsRejected']",https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/demographics/experian/nl/CleansingNLDemographicsTask.scala
55,datalake-cleansing,PlDemographicsTask,[],['clean.plDemographics'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/demographics/experian/pl/PlDemographicsTask.scala
56,datalake-cleansing,PtDemographicsTask,['manual.ptDemographics'],['clean.ptDemographics'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/demographics/experian/pt/PtDemographicsTask.scala
57,datalake-cleansing,CleansingUKDemographicsTask,['manual.ukDemographics'],['clean.ukDemographics'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/demographics/experian/uk/CleansingUKDemographicsTask.scala
58,datalake-cleansing,CentroidTask,[],['clean.centroids'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/geographics/centroids/CentroidTask.scala
59,datalake-cleansing,CleansingCustomerLocationGeoDataTask,['raw.customerLocationGeoData'],['clean.customerLocationGeoData'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/geographics/geolocation/customerlocationgeodata/CleansingCustomerLocationGeoDataTask.scala
60,datalake-cleansing,CleansingPostalCodeHierarchyTask,['manual.postalCodeHierarchy'],['clean.postalCodeHierarchy'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/geographics/gfk/CleansingPostalCodeHierarchyTask.scala
61,datalake-cleansing,CleansingNutsConversionTask,['manual.NUTSConversion'],['clean.NUTSConversion'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/geographics/nuts/conversion/CleansingNutsConversionTask.scala
62,datalake-cleansing,CleansingNutsTask,['manual.NUTS'],['clean.NUTS'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/geographics/nuts/nuts/CleansingNutsTask.scala
63,datalake-cleansing,AbhPointOfSaleTask,['manual.abhPointsOfSale'],['clean.abhPointsOfSale'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/geographics/pos/abh/AbhPointOfSaleTask.scala
64,datalake-cleansing,CleansingAutoViewPostCodeConversionTask,['manual.autoviewPostCodeConversion'],['clean.autoviewPostCodeConversion'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/geographics/postcodes/autoview/es/CleansingAutoViewPostCodeConversionTask.scala
65,datalake-cleansing,CleansingPolishPostCodeConversionTask,['manual.polishPostCodeConversion'],['clean.polishPostCodeConversion'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/geographics/postcodes/autoview/pl/CleansingPolishPostCodeConversionTask.scala
66,datalake-cleansing,CleansingBAGeostructureConversionTask,['manual.geostructureBAConversion'],['clean.geostructureBAConversion'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/geographics/postcodes/geostructure/ba/CleansingBAGeostructureConversionTask.scala
67,datalake-cleansing,CleansingHRGeostructureConversionTask,['manual.geostructureHRConversion'],['clean.geostructureHRConversion'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/geographics/postcodes/geostructure/hr/CleansingHRGeostructureConversionTask.scala
68,datalake-cleansing,CleansingLTGeostructureConversionTask,['manual.geostructureLTConversion'],['clean.geostructureLTConversion'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/geographics/postcodes/geostructure/lt/CleansingLTGeostructureConversionTask.scala
69,datalake-cleansing,CleansingLVGeostructureConversionTask,['manual.geostructureLVConversion'],['clean.geostructureLVConversion'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/geographics/postcodes/geostructure/lv/CleansingLVGeostructureConversionTask.scala
70,datalake-cleansing,CleansingRSGeostructureConversionTask,['manual.geostructureRSConversion'],['clean.geostructureRSConversion'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/geographics/postcodes/geostructure/rs/CleansingRSGeostructureConversionTask.scala
71,datalake-cleansing,CleansingSIGeostructureConversionTask,['manual.geostructureSIConversion'],['clean.geostructureSIConversion'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/geographics/postcodes/geostructure/si/CleansingSIGeostructureConversionTask.scala
72,datalake-cleansing,CleansingSKGeostructureConversionTask,[],['clean.geostructureSKConversion'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/geographics/postcodes/geostructure/sk/CleansingSKGeostructureConversionTask.scala
73,datalake-cleansing,HereLocationsTask,['raw.hereLocations'],['clean.hereLocations'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/geographics/postcodes/here/HereLocationsTask.scala
74,datalake-cleansing,HereMappingsTask,['raw.hereMapping'],['clean.hereMapping'],https://bitbucket.org/emea_cf/datalake-cleansing/src/master/datalake-cleansing-jobs/src/main/scala/com/goodyear/datalake/cleansing/current/jobs/external/geographics/postcodes/heremapping/HereMappingsTask.scala
